NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Race Information
NCT00899275,Unknown,COMPLETED,2008-02-04,Osteosarcoma,Cytology Specimen Collection Procedure,"Birmingham - United States, Birmingham - United States, Phoenix - United States, Little Rock - United States, Little Rock - United States, Downey - United States, Duarte - United States, Loma Linda - United States, Long Beach - United States, Los Angeles - United States, Los Angeles - United States, Los Angeles - United States, Madera - United States, Oakland - United States, Oakland - United States, Orange - United States, Palo Alto - United States, San Diego - United States, San Diego - United States, San Francisco - United States, San Francisco - United States, Aurora - United States, Denver - United States, Hartford - United States, New Haven - United States, Wilmington - United States, Washington - United States, Washington - United States, Fort Lauderdale - United States, Fort Myers - United States, Fort Myers - United States, Hollywood - United States, Jacksonville - United States, Miami - United States, Orlando - United States, Orlando - United States, Orlando - United States, Orlando - United States, Orlando - United States, Pensacola - United States, Saint Petersburg - United States, Tampa - United States, West Palm Beach - United States, Atlanta - United States, Savannah - United States, Honolulu - United States, Honolulu - United States, Boise - United States, Chicago - United States, Chicago - United States, Chicago - United States, Chicago - United States, Oak Lawn - United States, Peoria - United States, Springfield - United States, Indianapolis - United States, Indianapolis - United States, Iowa City - United States, Kansas City - United States, Lexington - United States, Louisville - United States, New Orleans - United States, New Orleans - United States, Bangor - United States, Baltimore - United States, Baltimore - United States, Boston - United States, Boston - United States, Boston - United States, Ann Arbor - United States, Detroit - United States, Detroit - United States, East Lansing - United States, Flint - United States, Grand Rapids - United States, Kalamazoo - United States, Kalamazoo - United States, Minneapolis - United States, Rochester - United States, Jackson - United States, Columbia - United States, Kansas City - United States, Saint Louis - United States, Saint Louis - United States, Omaha - United States, Omaha - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Lebanon - United States, Hackensack - United States, Morristown - United States, New Brunswick - United States, Newark - United States, Paterson - United States, Summit - United States, Albuquerque - United States, Bronx - United States, Brooklyn - United States, Buffalo - United States, New Hyde Park - United States, New York - United States, New York - United States, New York - United States, Rochester - United States, Stony Brook - United States, Syracuse - United States, Valhalla - United States, Asheville - United States, Chapel Hill - United States, Charlotte - United States, Charlotte - United States, Durham - United States, Winston-Salem - United States, Fargo - United States, Akron - United States, Cleveland - United States, Cleveland - United States, Columbus - United States, Dayton - United States, Oklahoma City - United States, Portland - United States, Portland - United States, Portland - United States, Hershey - United States, Philadelphia - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Charleston - United States, Columbia - United States, Greenville - United States, Greenville - United States, Sioux Falls - United States, Chattanooga - United States, Knoxville - United States, Nashville - United States, Austin - United States, Corpus Christi - United States, Dallas - United States, Dallas - United States, Fort Sam Houston - United States, Fort Worth - United States, San Antonio - United States, San Antonio - United States, Temple - United States, Salt Lake City - United States, Burlington - United States, Falls Church - United States, Norfolk - United States, Roanoke - United States, Seattle - United States, Spokane - United States, Tacoma - United States, Charleston - United States, Morgantown - United States, Marshfield - United States, Milwaukee - United States, Herston - Australia, Herston - Australia, South Brisbane - Australia, North Adelaide - Australia, Perth - Australia, Calgary - Canada, Edmonton - Canada, Vancouver - Canada, Winnipeg - Canada, Halifax - Canada, Hamilton - Canada, Kingston - Canada, Ottawa - Canada, Toronto - Canada, Montreal - Canada, Montreal - Canada, Regina - Canada, Saskatoon - Canada, Grafton - New Zealand, San Juan - Puerto Rico",2023-09-30,2009-05-12,2023-10-03,OBSERVATIONAL,Not Available,{}
NCT00041236,Unknown,COMPLETED,2002-05,Sarcoma,exatecan mesylate,"Brussels - Belgium, Leuven - Belgium, Aarhus - Denmark, Berlin - Germany, Dresden - Germany, Essen - Germany, Hamburg - Germany, Hannover - Germany, Tuebingen - Germany, Bratislava - Slovakia",2004-12,2003-01-27,2012-07-18,INTERVENTIONAL,PHASE2,{}
NCT00752206,Unknown,TERMINATED,2009-03,Osteosarcoma,"Saracatinib, Placebo","Birmingham - United States, Los Angeles - United States, Los Angeles - United States, Los Angeles - United States, Palo Alto - United States, San Francisco - United States, Santa Monica - United States, Gainesville - United States, Miami - United States, Indianapolis - United States, Iowa City - United States, Baltimore - United States, Bethesda - United States, Boston - United States, Ann Arbor - United States, Cincinnati - United States, Memphis - United States, Seattle - United States",2017-08,2008-09-15,2020-01-18,INTERVENTIONAL,PHASE2,"{'American Indian or Alaska Native': 0, 'Asian': 8, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 2, 'White': 48, 'More than one race': 0, 'Unknown or Not Reported': 16}"
NCT05779670,ADER,RECRUITING,2023-01-01,"Osteosarcoma, Ewing Sarcoma, Chondrosarcoma, Bone Tumor",No interventions listed,Bologna - Italy,2025-12-31,2023-03-22,2024-03-25,OBSERVATIONAL,Not Available,{}
NCT03468075,Unknown,TERMINATED,2018-07-11,"Sarcoma, Soft Tissue Sarcoma, Unresectable Soft Tissue Sarcoma, Metastatic Bone Tumor, Bone Sarcoma","Ascorbate, Gemcitabine",Iowa City - United States,2019-04-16,2018-03-16,2020-12-10,INTERVENTIONAL,PHASE2,"{'American Indian or Alaska Native': 0, 'Asian': 0, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 1, 'White': 8, 'More than one race': 0, 'Unknown or Not Reported': 1}"
NCT04651179,Unknown,COMPLETED,2020-04-24,"Osteosarcoma Recurrent, Osteosarcoma Metastatic",observation,"Milan - Italy, Candiolo - Italy, Bologna - Italy, Florence - Italy, Milan - Italy, Pisa - Italy, Rome - Italy, Turin - Italy",2021-06-06,2020-12-03,2021-11-26,OBSERVATIONAL,Not Available,{}
NCT01190943,Unknown,COMPLETED,2010-08-06,"Localized Osteosarcoma, Metastatic Osteosarcoma, Recurrent Osteosarcoma",Laboratory Biomarker Analysis,Philadelphia - United States,2010-10-01,2010-08-30,2022-03-28,OBSERVATIONAL,Not Available,{}
NCT01336803,Osteosarcoma,COMPLETED,2011-08,"Bone Cancer, Chondrosarcoma, Ewing's Sarcoma, Osteosarcoma, Rhabdomyosarcoma, Bone Necrosis, Bone Sarcoma, Osteomyelitis","Feraheme, Magnetic Resonance Imaging (MRI) scan",Stanford - United States,2014-07,2011-04-18,2023-12-27,INTERVENTIONAL,PHASE2,"{'American Indian or Alaska Native': 0, 'Asian': 1, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 0, 'White': 19, 'More than one race': 0, 'Unknown or Not Reported': 1}"
NCT05019703,Unknown,SUSPENDED,2023-04-25,"Locally Advanced Osteosarcoma, Metastatic Osteosarcoma, Recurrent Osteosarcoma, Refractory Osteosarcoma, Unresectable Osteosarcoma","Atezolizumab, Cabozantinib",Houston - United States,2027-12-31,2021-08-25,2024-04-29,INTERVENTIONAL,PHASE2,{}
NCT01807143,Unknown,COMPLETED,2010-01,Osteosarcoma,laboratory biomarker analysis,Monrovia - United States,2012-12,2013-03-08,2016-03-08,OBSERVATIONAL,Not Available,{}
NCT02484443,Unknown,COMPLETED,2016-02-04,"Metastatic Malignant Neoplasm in the Lung, Metastatic Osteosarcoma, Recurrent Osteosarcoma","Dinutuximab, Laboratory Biomarker Analysis, Pharmacological Study, Sargramostim","Birmingham - United States, Phoenix - United States, Little Rock - United States, Downey - United States, Loma Linda - United States, Los Angeles - United States, Madera - United States, Oakland - United States, Oakland - United States, Orange - United States, Palo Alto - United States, Sacramento - United States, San Francisco - United States, Aurora - United States, Denver - United States, Hartford - United States, New Haven - United States, Wilmington - United States, Washington - United States, Gainesville - United States, Jacksonville - United States, Miami - United States, Orlando - United States, Orlando - United States, Pensacola - United States, Saint Petersburg - United States, Tampa - United States, West Palm Beach - United States, Atlanta - United States, Savannah - United States, Honolulu - United States, Boise - United States, Chicago - United States, Chicago - United States, Chicago - United States, Peoria - United States, Springfield - United States, Indianapolis - United States, Indianapolis - United States, Des Moines - United States, Iowa City - United States, Lexington - United States, Louisville - United States, New Orleans - United States, Bangor - United States, Baltimore - United States, Baltimore - United States, Boston - United States, Boston - United States, Ann Arbor - United States, Detroit - United States, Grand Rapids - United States, Kalamazoo - United States, Royal Oak - United States, Minneapolis - United States, Minneapolis - United States, Rochester - United States, Jackson - United States, Kansas City - United States, Saint Louis - United States, Saint Louis - United States, Saint Louis - United States, Omaha - United States, Omaha - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Lebanon - United States, Hackensack - United States, Albany - United States, Bronx - United States, New York - United States, New York - United States, Rochester - United States, Syracuse - United States, Valhalla - United States, Charlotte - United States, Durham - United States, Fargo - United States, Akron - United States, Cincinnati - United States, Cleveland - United States, Columbus - United States, Dayton - United States, Toledo - United States, Oklahoma City - United States, Portland - United States, Philadelphia - United States, Pittsburgh - United States, Greenville - United States, Sioux Falls - United States, Memphis - United States, Nashville - United States, Austin - United States, Corpus Christi - United States, Dallas - United States, Dallas - United States, Fort Worth - United States, Houston - United States, Lubbock - United States, San Antonio - United States, San Antonio - United States, Salt Lake City - United States, Burlington - United States, Norfolk - United States, Seattle - United States, Spokane - United States, Tacoma - United States, Morgantown - United States, Milwaukee - United States, Hunter Regional Mail Centre - Australia, Randwick - Australia, Westmead - Australia, South Brisbane - Australia, North Adelaide - Australia, Clayton - Australia, Parkville - Australia, Perth - Australia, Calgary - Canada, Winnipeg - Canada, Halifax - Canada, London - Canada, Toronto - Canada, Montreal - Canada, Montreal - Canada, Quebec - Canada, Grafton - New Zealand, Christchurch - New Zealand, San Juan - Puerto Rico",2020-03-31,2015-06-29,2023-10-26,INTERVENTIONAL,PHASE2,"{'American Indian or Alaska Native': 2, 'Asian': 2, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 5, 'White': 27, 'More than one race': 0, 'Unknown or Not Reported': 5}"
NCT00002738,Unknown,COMPLETED,1996-01,"Leukemia, Lymphoma, Sarcoma","leucovorin calcium, trimetrexate glucuronate",New York - United States,2006-06,2003-01-27,2013-03-07,INTERVENTIONAL,PHASE2,{}
NCT04022512,Unknown,COMPLETED,2019-11-06,Osteogenic Sarcoma,computed tomography,Hong Kong - Hong Kong,2023-08-01,2019-07-17,2024-02-07,OBSERVATIONAL,Not Available,{}
NCT06341712,CabOSTar,RECRUITING,2024-07-31,"Osteosarcoma, Osteosarcoma in Children, Osteosarcoma in Adolescents and Young Adults","Cabozantinib, Best Supportive Care (BSC), Best Supportive Care (BSC)","Los Angeles - United States, Palo Alto - United States, Gainesville - United States, Charlotte - United States, Cincinnati - United States, Houston - United States, Norfolk - United States, Bordeaux - France, Caen - France, Lille - France, Lyon - France, Nantes - France, Paris - France, Paris - France, Poitiers - France, Poitiers - France, Rouen - France, Strasbourg - France, Toulouse - France, Villejuif - France, Bologna - Italy, Firenze - Italy, Genova - Italy, Milano - Italy, Naples - Italy, Padova - Italy, Piemonte - Italy, Roma - Italy, Roma - Italy, Siena - Italy, Torino - Italy, Amsterdam - Netherlands, Utrecht - Netherlands, Warsaw - Poland, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Palma De Mallorca - Spain, Santiago De Compostela - Spain, Sevilla - Spain, Valencia - Spain, Stockholm - Sweden",2026-10-26,2024-04-02,2024-08-06,INTERVENTIONAL,PHASE2,{}
NCT03390946,Unknown,UNKNOWN,2018-02-01,"Osteosarcoma, Feasibility, Treatment Response, Biomarker","Poor responder group adjuvant chemotherapy, Good responder group adjuvant chemotherapy","Goyang-si - Korea, Republic of",2020-12-31,2018-01-05,2018-01-09,INTERVENTIONAL,PHASE2,{}
NCT00588510,Unknown,COMPLETED,2000-01,Osteosarcoma,Blood draw,New York - United States,2011-09,2008-01-08,2011-09-02,OBSERVATIONAL,Not Available,{}
NCT00689195,OSCAT,UNKNOWN,2008-05,Osteosarcoma,"Curcumin powder, Ashwagandha extract",Mumbai - India,2013-06,2008-06-03,2011-06-23,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT04398095,HOT,UNKNOWN,2019-10-23,"Radiation Induced Neoplasms, Radiation-Induced Cancer, Recurrent Sarcoma, Recurrent Soft Tissue Sarcoma","Hypofractionated radiotherapy, Hyperthermia, Hypofractionated radiotherapy with boost",Warsaw - Poland,2022-04,2020-05-21,2021-04-28,INTERVENTIONAL,PHASE2,{}
NCT04945512,Unknown,UNKNOWN,2021-11-07,"Osteosarcoma, Analgesia",Epidural Analgesia,Istanbul - Turkey,2022-08-20,2021-06-30,2021-11-09,INTERVENTIONAL,NA,{}
NCT06156410,Unknown,RECRUITING,2023-10-24,"Ewing Sarcoma, Osteosarcoma",Cabozantinib,"San Francisco - United States, Aurora - United States, Aurora - United States, Philadelphia - United States, Philadelphia - United States",2027-11,2023-12-05,2024-01-16,INTERVENTIONAL,PHASE1,{}
NCT05515068,COSS-Registry,NOT_YET_RECRUITING,2022-09,"Osteosarcoma, Bone Tumor, Bone Sarcoma, High Grade Sarcoma, Osteoblastic Osteosarcoma, Chondroblastic Osteosarcoma, Fibroblastic Osteosarcoma, Conventional Osteosarcoma, Conventional Central Osteosarcoma of Bone, Low Grade Central Osteosarcoma, Osseous Sarcoma, Osseous Tumor, Small Cell Osteosarcoma, Telangiectatic Osteosarcoma, Undifferentiated Pleomorphic Sarcoma, Parosteal Osteosarcoma, Periosteal Osteosarcoma, Extraskeletal Osteosarcoma, Recurrent Osteosarcoma, High Grade Surface Osteosarcoma, Osseous Angiosarcoma, Osseous Fibrosarcoma, Osseous Leiomyosarcoma, Osseous Dedifferentiated Chondrosarcoma, Osseous Mesenchymal Chondrosarcoma, Clear Cell Osteosarcoma",No interventions listed,No locations listed,2032-03,2022-08-25,2022-08-25,OBSERVATIONAL,Not Available,{}
NCT05621668,Unknown,RECRUITING,2023-09-08,"Soft Tissue Sarcoma, Bone Sarcoma","Cyclophosphamide, attIL2-T cells",Houston - United States,2025-09-30,2022-11-18,2024-06-04,INTERVENTIONAL,PHASE1,{}
NCT03209869,Unknown,WITHDRAWN,2018-03-12,"Neuroblastoma, Relapsed Neuroblastoma, Recurrent Neuroblastoma, Osteosarcoma","Ex vivo Expanded and Activated Haploidentical Donor NK Cells, Hu14.18-IL2",Madison - United States,2022-09-07,2017-07-06,2022-09-13,INTERVENTIONAL,PHASE1,{}
NCT04651569,Unknown,COMPLETED,2020-10-02,Osteosarcoma Recurrent,Observational study,"Bologna - Italy, Florence - Italy, Milan - Italy, Roma - Italy, Torino - Italy",2021-06-30,2020-12-03,2023-05-25,OBSERVATIONAL,Not Available,{}
NCT00586846,Unknown,COMPLETED,2003-07,Osteosarcoma,"Cisplatin, Doxorubicin, Methotrexate",New York - United States,2009-02,2008-01-07,2016-01-20,INTERVENTIONAL,PHASE2,{}
NCT00580385,Unknown,ACTIVE_NOT_RECRUITING,1997-08,Osteosarcoma,Tissue Procurement,New York - United States,2024-08,2007-12-24,2023-09-05,INTERVENTIONAL,NA,{}
NCT04758000,Metform-Bone,RECRUITING,2021-03-01,"Osteosarcoma, Ewing Sarcoma",Metformin Hydrochloride,Bologna - Italy,2027-07,2021-02-17,2023-08-04,INTERVENTIONAL,PHASE2,{}
NCT01174537,Unknown,WITHDRAWN,2011-07,"Glioblastoma, Sarcoma, Neuroblastoma",New Castle Disease Virus,Jerusalem - Israel,2011-07,2010-08-03,2015-06-11,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT04461223,Unknown,UNKNOWN,2019-12-01,"Cardiotoxicity, Osteosarcoma, Myocardial Injury, Chemotherapy Induced Systolic Dysfunction, Doxorubicin Induced Cardiomyopathy",contrast-enhanced cardiac magnetic resonance imaging(MAGNETOM Aera 1.5T),Hangzhou - China,2021-12-01,2020-07-08,2020-07-08,OBSERVATIONAL,Not Available,{}
NCT05660408,Unknown,NOT_YET_RECRUITING,2024-08,Pulmonary Osteosarcoma,RNA-LP vaccine,No locations listed,2026-10,2022-12-21,2024-04-17,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT00470223,OS2006,ACTIVE_NOT_RECRUITING,2007-03,Sarcoma,"cisplatin, doxorubicin hydrochloride, etoposide, ifosfamide, methotrexate, zoledronic acid, conventional surgery","Angers - France, Angers - France, Besancon - France, Besancon - France, Bordeaux - France, Brest - France, Caen - France, Caen - France, Clermont-Ferrand - France, Clermont-Ferrand - France, Dijon - France, Dijon - France, Grenoble - France, Lille - France, Lyon - France, Lyon - France, Marseille - France, Marseille - France, Marseille - France, Marseille - France, Montpellier - France, Montpellier - France, Nice - France, Nice - France, Paris - France, Poitiers - France, Rennes - France, Rouen - France, Rouen - France, Saint Priest en Jarez - France, Saint-Herblain - France, Strasbourg - France, Strasbourg - France, Toulouse - France, Tours - France, Tours - France, Vandoeuvre-les-Nancy - France",2015-12,2007-05-07,2024-04-18,INTERVENTIONAL,PHASE3,{}
NCT01204450,Unknown,TERMINATED,2009-11,"Brain and Central Nervous System Tumors, Neuroblastoma, Sarcoma, Unspecified Childhood Solid Tumor, Protocol Specific","Temsirolimus, Valproic Acid","Chapel Hill - United States, Charlotte - United States",2012-11,2010-09-17,2016-12-23,INTERVENTIONAL,PHASE1,{}
NCT04351308,MAPAC,UNKNOWN,2020-05-01,"Osteosarcoma, Survival, Chemotherapy Effect, Toxicity, Drug","MAPI chemotherapy, Apatinib Mesylate, Camrelizumab",Beijing - China,2022-09-01,2020-04-17,2020-05-19,INTERVENTIONAL,PHASE2,{}
NCT04974008,OST-164-01,COMPLETED,2021-10-21,Bone Cancer,OST31-164,"Los Angeles - United States, Orange - United States, San Diego - United States, Aurora - United States, Hartford - United States, Wilmington - United States, Saint Petersburg - United States, Atlanta - United States, Chicago - United States, Baltimore - United States, Boston - United States, Minneapolis - United States, Hackensack - United States, Bronx - United States, Columbus - United States, Portland - United States, Philadelphia - United States, Pittsburgh - United States, Memphis - United States, Dallas - United States, Seattle - United States",2023-09-21,2021-07-22,2023-09-28,INTERVENTIONAL,PHASE2,{}
NCT00180908,Unknown,COMPLETED,1994-06,"Osteosarcoma, Localised High Grade Osteosarcoma of the Limbs","Etoposide, Ifosfamide, Methotrexate, Doxorubicin, Methotrexate",Villejuif - France,Unknown Date,2005-09-16,2005-09-16,INTERVENTIONAL,PHASE3,{}
NCT03449108,Unknown,ACTIVE_NOT_RECRUITING,2018-04-27,"Bone Sarcoma, Dedifferentiated Chondrosarcoma, Giant Cell Tumor of Bone, Malignancy in Giant Cell Tumor of Bone, Malignant Solid Neoplasm, Ovarian Carcinosarcoma, Platinum-Resistant Ovarian Carcinoma, Poorly Differentiated Thyroid Gland Carcinoma, Recurrent Osteosarcoma, Recurrent Ovarian Carcinoma, Refractory Osteosarcoma, Soft Tissue Sarcoma, Thyroid Gland Anaplastic Carcinoma, Thyroid Gland Squamous Cell Carcinoma, Undifferentiated High Grade Pleomorphic Sarcoma of Bone, Triple Negative Breast Cancer","Aldesleukin, Autologous Tumor Infiltrating Lymphocytes LN-145, Autologous Tumor Infiltrating Lymphocytes LN-145-S1, Cyclophosphamide, Fludarabine, Ipilimumab, Nivolumab, Quality-of-Life Assessment, Questionnaire Administration",Houston - United States,2025-06-30,2018-02-28,2024-05-17,INTERVENTIONAL,PHASE2,{}
NCT05830123,Unknown,RECRUITING,2023-06-08,"Osteosarcoma, Sarcoma",HS-20093,"Beijing - China, Changsha - China, Guangzhou - China, Guangzhou - China, Hangzhou - China, Hangzhou - China, Nanjing - China, Shanghai - China, Shanghai - China, Tianjin - China, Zhengzhou - China",2025-12-31,2023-04-26,2024-08-23,INTERVENTIONAL,PHASE2,{}
NCT04359550,Unknown,UNKNOWN,2020-06-01,High-grade Osteosarcoma,"Recombinant human anti-PD-L1 monoclonal antibody (ZKAB001), placebo",No locations listed,2022-06-01,2020-04-24,2020-04-29,INTERVENTIONAL,PHASE3,{}
NCT05107843,SARCOMAS,UNKNOWN,2020-02-01,Osteosarcoma in Children,No interventions listed,Strasbourg - France,2021-12-31,2021-11-04,2021-11-04,OBSERVATIONAL,Not Available,{}
NCT04132895,ICONIC,RECRUITING,2019-10-25,Osteosarcoma,"observational only, no interventions are prescribed in protocol.","London - United Kingdom, Aberdeen - United Kingdom, Birmingham - United Kingdom, Birmingham - United Kingdom, Birmingham - United Kingdom, Cambridge - United Kingdom, Cardiff - United Kingdom, Edinburgh - United Kingdom, Glasgow - United Kingdom, Leeds - United Kingdom, Leicester - United Kingdom, Liverpool - United Kingdom, Liverpool - United Kingdom, Manchester - United Kingdom, Manchester - United Kingdom, Newcastle - United Kingdom, Nottingham - United Kingdom, Oswestry - United Kingdom, Oxford - United Kingdom, Sheffield - United Kingdom, Sheffield - United Kingdom, Southampton - United Kingdom",2025-01-31,2019-10-21,2024-08-02,OBSERVATIONAL,Not Available,{}
NCT03839095,Unknown,COMPLETED,2018-01-01,Bone Neoplasms,No interventions listed,Assiut - Egypt,2018-07-20,2019-02-15,2019-02-15,OBSERVATIONAL,Not Available,{}
NCT03163381,Unknown,UNKNOWN,2017-04-11,"Osteosarcoma, Advanced",Apatinib,Zhengzhou - China,2017-10-11,2017-05-23,2017-05-23,INTERVENTIONAL,PHASE2,{}
NCT02357810,Unknown,COMPLETED,2015-03-21,"Adult Liposarcoma, Metastatic Liposarcoma, Metastatic Osteosarcoma, Recurrent Adult Soft Tissue Sarcoma, Recurrent Liposarcoma, Recurrent Osteosarcoma, Stage IV Adult Soft Tissue Sarcoma","Pazopanib Hydrochloride, Oral Topotecan Hydrochloride, Laboratory Biomarker Analysis","Scottsdale - United States, Jacksonville - United States, Chicago - United States, Lake Forest - United States, Iowa City - United States, Minneapolis - United States, Rochester - United States, Saint Louis - United States",2018-04-27,2015-02-06,2022-06-07,INTERVENTIONAL,PHASE2,"{'American Indian or Alaska Native': 0, 'Asian': 1, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 17, 'White': 127, 'More than one race': 3, 'Unknown or Not Reported': 4}"
NCT05101655,Unknown,COMPLETED,2020-10-01,"Osteosarcoma, Pulmonary Metastases",No interventions listed,Shanghai - China,2022-09-30,2021-11-01,2022-11-15,OBSERVATIONAL,Not Available,{}
NCT00686738,Unknown,COMPLETED,2007-02,Osteosarcoma,No interventions listed,"Goyang-si - Korea, Republic of",2012-11,2008-05-30,2016-03-23,OBSERVATIONAL,Not Available,{}
NCT03206450,Unknown,COMPLETED,2017-12-06,Osteosarcoma,"Biospecimen Collection, Laboratory Biomarker Analysis, Questionnaire Administration","Birmingham - United States, Phoenix - United States, Tucson - United States, Downey - United States, Duarte - United States, Los Angeles - United States, Oakland - United States, Oakland - United States, Palo Alto - United States, Sacramento - United States, San Diego - United States, Torrance - United States, Aurora - United States, Hartford - United States, New Haven - United States, Wilmington - United States, Washington - United States, Fort Lauderdale - United States, Fort Myers - United States, Gainesville - United States, Jacksonville - United States, Orlando - United States, Orlando - United States, Tampa - United States, Atlanta - United States, Honolulu - United States, Boise - United States, Chicago - United States, Chicago - United States, Chicago - United States, Peoria - United States, Indianapolis - United States, Des Moines - United States, Iowa City - United States, Lexington - United States, New Orleans - United States, New Orleans - United States, Bangor - United States, Baltimore - United States, Boston - United States, Boston - United States, Ann Arbor - United States, Detroit - United States, Detroit - United States, Grand Rapids - United States, Kalamazoo - United States, Minneapolis - United States, Jackson - United States, Kansas City - United States, Saint Louis - United States, Omaha - United States, Omaha - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Reno - United States, Hackensack - United States, Buffalo - United States, New York - United States, Chapel Hill - United States, Charlotte - United States, Durham - United States, Akron - United States, Cincinnati - United States, Cleveland - United States, Columbus - United States, Dayton - United States, Oklahoma City - United States, Portland - United States, Danville - United States, Hershey - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Providence - United States, Charleston - United States, Greenville - United States, Knoxville - United States, Memphis - United States, Nashville - United States, Corpus Christi - United States, Dallas - United States, El Paso - United States, Fort Worth - United States, Houston - United States, Houston - United States, San Antonio - United States, San Antonio - United States, Seattle - United States, Spokane - United States, Marshfield - United States, Milwaukee - United States, Edmonton - Canada, Halifax - Canada, Saskatoon - Canada, Saskatoon - Canada, San Juan - Puerto Rico, San Juan - Puerto Rico",2023-06-30,2017-07-02,2024-08-26,OBSERVATIONAL,Not Available,{}
NCT03598595,Unknown,ACTIVE_NOT_RECRUITING,2019-01-28,"Recurrent Osteosarcoma, Refractory Osteosarcoma","Docetaxel, Gemcitabine, Hydroxychloroquine",Houston - United States,2025-09-13,2018-07-26,2024-08-19,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT01062438,Unknown,COMPLETED,2010-01,Sarcoma,"DNA analysis, RNA analysis, gene expression analysis, gene rearrangement analysis, mutation analysis, laboratory biomarker analysis",No locations listed,2011-09,2010-02-04,2015-05-06,OBSERVATIONAL,Not Available,{}
NCT02097238,Unknown,COMPLETED,2014-08,Recurrent Osteosarcoma,"Eribulin Mesylate, Pharmacological Study","Birmingham - United States, Phoenix - United States, Downey - United States, Loma Linda - United States, Los Angeles - United States, Los Angeles - United States, Madera - United States, Oakland - United States, Oakland - United States, Orange - United States, Palo Alto - United States, Sacramento - United States, Aurora - United States, Denver - United States, Hartford - United States, Wilmington - United States, Washington - United States, Jacksonville - United States, Miami - United States, Orlando - United States, Pensacola - United States, Saint Petersburg - United States, Tampa - United States, West Palm Beach - United States, Atlanta - United States, Savannah - United States, Chicago - United States, Chicago - United States, Chicago - United States, Mount Vernon - United States, Oak Lawn - United States, Peoria - United States, Indianapolis - United States, Indianapolis - United States, Iowa City - United States, Sioux City - United States, Lexington - United States, New Orleans - United States, Scarborough - United States, Baltimore - United States, Detroit - United States, East Lansing - United States, Duluth - United States, Minneapolis - United States, Minneapolis - United States, Rochester - United States, Jackson - United States, Bolivar - United States, Branson - United States, Joplin - United States, Joplin - United States, Kansas City - United States, Rolla - United States, Rolla - United States, Saint Louis - United States, Saint Louis - United States, Saint Louis - United States, Springfield - United States, Springfield - United States, Omaha - United States, Omaha - United States, Henderson - United States, Henderson - United States, Henderson - United States, Henderson - United States, Henderson - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Bronx - United States, New Hyde Park - United States, New York - United States, Syracuse - United States, Asheville - United States, Durham - United States, Fargo - United States, Akron - United States, Cincinnati - United States, Cleveland - United States, Columbus - United States, Toledo - United States, Portland - United States, Portland - United States, Bethlehem - United States, Philadelphia - United States, Pittsburgh - United States, Columbia - United States, Sioux Falls - United States, Knoxville - United States, Memphis - United States, Dallas - United States, Fort Worth - United States, Houston - United States, San Antonio - United States, Norfolk - United States, Seattle - United States, Spokane - United States, Morgantown - United States, Vancouver - Canada, Winnipeg - Canada, Ottawa - Canada",2015-06-30,2014-03-27,2020-05-19,INTERVENTIONAL,PHASE2,"{'American Indian or Alaska Native': 1, 'Asian': 0, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 3, 'White': 14, 'More than one race': 0, 'Unknown or Not Reported': 1}"
NCT00645632,Unknown,COMPLETED,1990-11,Sarcoma,"cisplatin, doxorubicin hydrochloride, ifosfamide, methotrexate, adjuvant therapy, neoadjuvant therapy, therapeutic conventional surgery",No locations listed,1995-01,2008-03-27,2011-05-16,INTERVENTIONAL,NA,{}
